sellerID,productID,price
800013,37589905,459.0
764667,233099516,200.0
310850,233099516,200.0
683006,348703882,369.0
117925,744839008,242.74
109145,747040881,1402.39
380340,174766976,484.23
107961,162326469,79.31
2144,790377666,2362.5
107514,750658427,259.0
706341,67966259,99.99
159336,750658427,284.0
137506,750658427,289.0
635839,750658427,299.0
790970,750658427,298.0
794365,750658427,319.0
109616,750658427,319.9
927086,750658427,359.0
593584,750658427,399.0
865222,743291989,11999.0
756207,735320337,224.0
737619,735320337,159.0
434441,735320337,175.0
638844,735320337,175.0
870977,735320337,199.0
820185,735320337,199.0
937668,735320337,224.0
247872,343030943,299.0
113024,31297935,2790.0
131366,31297935,2838.0
120205,31297935,2839.0
159336,31297935,2999.0
307268,31297935,2999.0
185714,31297935,3099.0
459450,31297935,3299.0
439601,31297935,3348.99
109514,31297935,3379.0
812027,31297935,3499.9
675753,31297935,3500.0
614180,31297935,3499.0
226824,31297935,3999.0
415800,31297935,3895.0
316197,143370490,3399.0
886520,31297935,3999.0
117697,34433248,137.0
749841,34433248,147.0
105330,34433248,150.0
307268,34433248,138.0
680195,34433248,169.0
170631,34433248,180.0
116376,34433248,192.0
351403,34433248,199.0
107493,34433248,207.9
923981,34433248,220.0
678220,34433248,230.0
592064,34433248,249.0
114590,34433248,259.43
227233,34433248,250.0
886489,788770925,375.0
582953,339542544,644.16
902105,660076479,141.0
925388,660076479,189.0
701075,660076479,189.0
709415,660076479,199.0
679097,660076479,199.99
943831,660076479,219.0
968,341270704,399.99
451576,660076479,224.0
821026,660076479,259.0
866252,660076479,269.0
108501,682558712,959.9
107007,807849769,2699.0
768276,682593788,6975.0
873546,377345098,4599.0
284174,377345098,4699.0
769572,377345098,4777.0
693147,377345098,4999.0
673686,377345098,6959.0
706341,43757494,99.99
606517,788405034,5999.0
237861,813203802,395.0
187602,84692449,89.0
871014,84692449,124.5
195868,84692449,150.0
288146,84692449,179.9
151255,84692449,199.0
265572,84692449,219.0
821026,813554544,199.9
256650,803562446,1299.0
122130,521599621,855.0
2617,764870315,2849.25
411498,764870315,4199.99
228359,334068276,276.13
338541,811132139,5400.0
951476,795533675,240.0
457266,795533675,229.99
448890,795533675,239.0
946136,795533675,249.99
126675,122959540,300.0
933855,810099590,124.99
652320,336840144,114.0
129210,772782970,1041.0
451576,336840144,159.99
376529,772782970,1078.0
612,41271940,344.99
202222,132891191,739.99
164967,372045348,1750.0
105100,211798429,1245.0
908407,811213654,3550.0
944626,78634266,314.0
413071,373535180,1975.0
910362,78634266,300.0
109589,373535180,2004.0
170417,373535180,2124.9
4591,373535180,2599.9
106771,365773769,3769.0
1024,357001875,449.99
114477,470806388,699.99
789569,470806388,704.99
388451,470806388,849.99
211185,470806388,799.99
968,767472472,368.99
350865,217531319,395.0
748435,217531319,499.0
106424,780358391,5799.0
120224,302949737,279.99
844128,813092946,356.99
403489,813092946,453.11
953465,813092946,468.94
873104,813092946,543.79
109097,31624095,1293.0
300014,31624095,1383.0
123716,61912004,229.9
875092,205275897,899.0
908784,129354628,124.9
812380,129354628,199.9
711809,129354628,155.0
451576,129354628,159.99
156436,129354628,159.0
523360,129354628,159.99
852489,129354628,179.0
183483,129354628,199.0
821026,813556167,199.9
483769,129354628,259.0
125190,812055369,499.0
409741,49880540,84.0
458687,49880540,192.99
897661,49880540,149.99
248182,49880540,165.0
308388,49880540,178.0
685514,49880540,197.95
138932,104012126,150.95
163164,49880540,199.99
222726,38486557,239.0
155333,38486557,249.0
426917,38486557,319.0
117273,136268184,179.0
107400,136268184,185.0
589611,136268184,199.0
571488,136268184,199.9
664565,136268184,199.0
141250,136268184,199.9
104772,412403843,619.99
817599,299420101,124.99
654140,378139712,1499.9
108501,267677741,646.48
117925,690933380,856.93
660845,770447380,7999.0
126783,49520444,112.61
231186,143817146,799.9
637,801690738,999.99
968,36539705,157.13
855409,783335077,1125.0
519473,238851034,95.16
462502,194349392,816.0
287423,737919803,2000.0
526177,196017656,124.9
106713,90687952,834.4
852411,33752848,373.0
711727,33752848,374.0
885639,33752848,382.5
378073,33752848,399.0
815165,33752848,388.0
403392,33752848,400.0
135681,33752848,449.0
123511,33752848,412.0
323839,33752848,435.0
931571,33752848,449.9
843151,33752848,489.0
612,123112719,6665.99
735064,33752848,449.99
304455,33752848,469.0
408809,33752848,528.0
918492,33752848,559.0
324329,203340498,219.95
790289,50096002,269.9
945307,50096002,299.0
740116,50096002,300.0
722122,50096002,299.0
957590,50096002,295.0
121882,3911063,385.9
610088,3911063,349.9
425039,3911063,325.0
497480,3911063,370.0
143672,48915891,395.0
132812,48915891,399.9
240069,48915891,440.0
108242,6075926,138.0
211185,6075926,199.9
432262,6075926,199.0
808000,6075926,225.0
814001,6075926,229.0
349425,6075926,231.9
433740,6075926,231.9
339406,82987688,799.9
468928,124691987,499.9
365328,124691987,649.0
694358,124691987,659.0
425039,124691987,699.0
121882,124691987,794.1
111169,711573528,469.9
205639,286232746,269.9
628310,286232746,349.95
889129,790573760,200.0
814782,790573760,227.0
415140,790573760,197.0
470457,790573760,189.9
564446,790573760,203.0
915083,790573760,199.9
129537,790573760,196.99
126344,790573760,199.9
552455,314095139,29.99
213917,790573760,240.0
883666,790573760,249.0
951574,790573760,180.0
106593,790573760,300.99
612,57685317,402.99
104961,786646914,400.0
349387,805978865,219.9
750438,783511794,191.49
109604,147690947,5899.0
483874,147690947,8599.9
107493,52694228,520.03
413071,52694228,518.0
200472,52694228,544.99
217132,52694228,550.0
805876,52694228,549.0
207099,52694228,575.0
300014,52694228,580.0
135681,52694228,599.0
279241,52694228,604.9
774737,52694228,629.0
384405,52694228,649.9
515558,52694228,650.0
113199,52694228,659.0
428775,52694228,667.1
689572,52694228,669.0
222555,52694228,650.0
558132,797932149,1293.0
123481,52694228,695.0
822742,52694228,695.0
327785,52694228,699.0
269477,52694228,700.0
170065,52694228,749.0
415800,52694228,795.0
123726,52694228,799.5
130788,52694228,799.0
109051,52694228,799.95
501747,684524549,799.0
968,763078901,204.76
105330,458674641,819.0
690409,458674641,864.0
668231,458674641,865.0
149292,458674641,879.99
781040,458674641,899.0
873644,458674641,900.0
243893,458674641,899.0
254031,813302567,699.0
287022,458674641,899.0
878977,458674641,899.0
693347,458674641,899.0
581644,458674641,928.0
499878,458674641,949.0
191830,458674641,949.0
709195,458674641,949.0
529915,458674641,950.0
486529,458674641,949.0
278247,458674641,959.0
407170,458674641,969.47
679296,458674641,970.0
853861,458674641,970.0
175661,458674641,999.0
727349,458674641,999.0
659731,458674641,999.0
546520,458674641,999.89
813886,458674641,999.0
182925,458674641,999.0
203952,458674641,996.0
623735,458674641,999.0
574907,458674641,999.0
815835,458674641,999.0
863829,458674641,999.0
828357,458674641,999.0
944314,458674641,990.0
696375,458674641,999.0
540504,754537482,249.9
558599,458674641,999.0
713535,458674641,999.0
829861,458674641,1099.0
883991,458674641,1098.0
441542,458674641,1095.0
473864,458674641,1199.0
666046,458674641,1199.0
138283,458674641,1209.0
673455,458674641,1299.0
197318,458674641,1299.0
131547,795357232,799.0
137984,458674641,1490.0
699723,458674641,1499.0
740952,458674641,1495.0
700166,662708644,7302.0
132929,788423808,60.0
206766,109039181,2499.0
112264,109039181,2601.0
677138,109039181,2600.0
416825,109039181,2649.0
127448,109039181,2695.0
112469,109039181,2999.0
696375,109039181,2999.0
105219,109039181,3298.95
732157,109039181,3299.0
666046,109039181,3499.0
708107,109039181,3499.0
106731,109039181,3599.0
129788,36432476,479.9
108928,36432476,479.9
266468,762647210,385.0
130125,762647210,449.0
353215,762647210,499.9
256324,762647210,507.99
348619,774976810,443.0
452803,33514146,999.0
497142,801392283,216.2
968,801392283,215.81
139979,143315962,116.9
523529,143315962,119.9
890836,379197679,2572.0
563,767295385,749.5
968,748829635,1616.19
555,748829635,1999.0
131454,748829635,2090.0
952950,748829635,2000.0
228339,748829635,2127.0
455192,748829635,2125.0
930759,748829635,2200.0
510698,748829635,2299.0
165974,748829635,2299.0
121153,748829635,2399.0
217005,748829635,2499.0
686094,748829635,2500.0
499171,748829635,2499.0
531431,748829635,2563.0
636273,749522661,434.0
241184,771184525,1570.0
941543,749522661,429.99
723428,771184525,1889.0
275331,771184525,1990.0
107181,771184525,2199.0
106636,771184525,2199.0
952750,815750455,145.5
339248,656136189,759.99
470739,49612634,3153.0
887919,49612634,3270.0
122706,49612634,3290.0
137908,49612634,3559.0
127448,49612634,3795.0
157421,49612634,4599.0
298,37861153,179.9
129263,257576596,248.0
718556,257576596,249.98
302116,257576596,251.54
456162,257576596,257.0
780982,257576596,258.65
223359,52570336,198.0
228619,257576596,259.0
193342,257576596,262.0
703645,257576596,279.0
375089,355663371,599.0
209161,38638352,360.4
385108,38638352,339.0
369927,38638352,349.0
195065,38638352,349.0
856973,38638352,349.99
287085,38638352,365.0
122648,38638352,369.0
763934,38638352,379.0
775618,38638352,399.0
221282,38638352,399.0
922915,38638352,444.9
872387,38638352,449.99
355319,38638352,449.99
889136,38638352,499.0
902163,38638352,549.0
437993,338476361,13500.0
180000,33866277,414.92
222210,338476361,19999.0
104703,36539702,215.58
109097,335396046,1550.0
256650,81774050,369.0
112044,669784822,790.0
670956,810537619,549.9
1188,796331718,599.99
871393,796923724,349.9
801064,778006859,660.89
287423,462244358,2000.0
109324,3680966,1939.0
106730,3680966,1932.0
187555,3680966,1999.0
538554,3680966,2399.0
110141,3680966,2693.0
750438,792154128,198.99
766021,745785521,35950.0
968,745785521,35999.0
455472,745785521,38025.0
693000,745785521,41199.0
123425,745785521,45999.0
1024,683358414,1399.99
107040,683358414,1399.99
1920,777964126,3074.0
106905,777964126,3074.0
469996,4061614,11349.0
642963,240991312,47.4
133925,4061614,11399.0
757205,74878952,720.0
425039,74878952,710.0
121882,74878952,799.9
107527,325604538,50.0
667310,325604538,89.72
778387,325604538,59.8
691816,325604538,59.9
510669,325604538,59.99
726447,325604538,64.0
663869,325604538,124.0
769997,325604538,64.0
129508,325604538,63.5
544452,325604538,79.9
221282,325604538,72.5
502203,325604538,79.0
836283,325604538,78.5
857006,325604538,74.9
243144,325604538,79.99
868338,325604538,81.0
879238,325604538,80.0
165580,325604538,79.9
627474,325604538,79.0
568918,325604538,89.9
110791,325604538,98.0
185887,325604538,98.0
819540,325604538,99.0
340025,325604538,99.0
109844,470218552,3299.0
821990,325604538,99.0
864056,325604538,119.99
768925,325604538,124.9
128249,680327807,2200.0
262309,812402977,299.99
652320,750229333,159.99
126359,335906850,129.0
871393,781753040,349.9
108880,4572455,124.0
391410,4572455,124.0
399208,4572455,140.0
555909,4572455,145.0
167052,4572455,169.5
865197,4572455,179.0
403514,4572455,200.0
193605,4572455,199.0
326188,4572455,199.9
798934,4572455,199.0
185559,113296679,13999.0
184304,4572455,199.9
854669,4572455,198.0
586296,4572455,217.5
864046,4572455,249.0
897833,767135046,5970.0
884405,767135046,5999.0
810195,767135046,6300.0
829451,767135046,6999.9
805654,767135046,7999.0
106394,665727352,6899.0
545715,665727352,7199.0
413071,665727352,7230.0
154062,665727352,7235.9
190694,665727352,7325.0
385093,665727352,7599.0
793570,815929756,5799.0
214150,665727352,7650.0
108440,665727352,7799.0
559937,665727352,7799.0
250948,665727352,7799.0
106773,665727352,7887.68
346536,665727352,7979.0
145106,665727352,7950.0
486529,665727352,7999.0
573059,665727352,7990.0
702570,665727352,8000.0
109392,665727352,8399.0
166010,665727352,8499.0
421408,665727352,8720.0
165974,665727352,8999.0
199948,665727352,9000.0
708107,665727352,8999.0
179747,665727352,8970.0
307268,665727352,9299.0
457288,665727352,9499.0
293147,665727352,9500.0
110302,665727352,9628.88
528,665727352,9849.0
133691,665727352,9988.0
144707,665727352,9999.0
327785,665727352,9999.0
481328,665727352,9999.0
109514,665727352,9999.0
936006,665727352,9900.0
203952,665727352,10649.0
107870,665727352,10749.0
126634,641203406,517.0
119827,665727352,10817.0
121742,641203406,699.0
117418,665727352,10990.0
281972,641203406,759.0
614180,665727352,10999.0
109709,641203406,674.91
371868,665727352,11699.0
119314,641203406,749.99
673455,665727352,11999.0
573623,641203406,839.53
898386,665727352,11999.0
325009,641203406,699.99
192101,641203406,699.0
176177,641203406,699.9
131523,641203406,699.99
148920,641203406,699.99
232539,641203406,699.9
357923,641203406,699.0
143278,641203406,699.99
208187,641203406,699.9
633887,641203406,699.0
887811,641203406,800.0
953337,80310349,119.9
746222,641203406,800.0
586567,80310349,155.0
275132,641203406,799.99
601340,80310349,154.5
294463,641203406,800.0
115742,80310349,199.0
243168,80310349,203.28
683882,802143662,18799.0
704759,766960147,371.99
777690,737166555,204.05
758154,812660133,799.9
346,132188308,176.99
112044,771099233,1990.0
393416,137980650,3699.0
346,269922245,176.99
767973,796744006,297.0
884097,799435692,819.99
2144,375029840,1188.0
797685,415980334,11489.0
251538,415980334,11489.0
113656,415980334,12599.0
768276,741811675,3531.0
211599,740637282,199.9
857006,145934622,86.9
189339,771583890,2219.0
111790,771583890,2399.94
749598,94608523,496.2
376529,94608523,499.0
120966,789986174,456.0
464695,810250132,1100.0
223679,258524285,649.99
104972,806602061,2299.9
132216,806602061,2299.9
114613,804576706,1388.31
434240,782107626,899.0
273674,217531220,1178.0
873546,697374143,5599.0
787360,697374143,5620.0
284174,697374143,5699.0
106227,697374143,5799.0
352243,697374143,6999.0
505878,741900206,251.0
210918,66982398,919.5
417967,810577635,74.67
188108,759114824,1347.0
376724,69427637,249.9
569313,759114824,1465.0
628292,759114824,1465.0
241184,759114824,1479.0
114223,759114824,1480.0
968,759114824,1449.0
143549,759114824,1499.0
110032,759114824,1489.0
275331,759114824,1480.0
299772,759114824,1499.0
624588,759114824,1479.0
135844,759114824,1499.0
160770,759114824,1539.0
371291,759114824,1589.0
169807,759114824,1550.0
679960,759114824,1649.0
561738,759114824,1650.0
230333,759114824,1670.0
139518,759114824,1650.0
933732,759114824,1699.0
104683,759114824,1690.0
257692,759114824,1700.0
411203,759114824,1699.0
195244,759114824,1650.0
497229,759114824,1689.0
248849,759114824,1699.0
476096,82840633,54.9
165005,759114824,1699.0
481760,82840633,74.5
152041,759114824,1759.0
134881,82840633,78.9
105350,759114824,1799.0
358073,82840633,82.52
277268,759114824,1799.0
117422,82840633,82.0
355207,759114824,1800.0
107870,759114824,1789.0
854593,82840633,84.0
104684,759114824,1790.0
686293,82840633,82.52
758880,759114824,1899.0
654988,82840633,89.0
205669,759114824,1989.0
129331,82840633,89.0
699723,759114824,1999.0
161604,82840633,94.6
195067,759114824,1999.0
566730,82840633,99.0
245088,759114824,1999.0
661093,759114824,1999.0
499171,759114824,1999.0
406716,759114824,1999.0
348804,759114824,1999.0
517860,759114824,1999.0
415800,759114824,2295.0
777303,759114824,2399.0
352179,462283591,124.9
155333,38496301,249.0
194347,695980827,259.9
905185,144505379,725.0
892854,144505379,750.0
63,641001744,299.99
384235,641001744,599.0
923002,641001744,599.0
871450,141191641,300.0
109262,141191641,301.0
430463,141191641,321.99
122348,141191641,329.0
528368,141191641,330.0
107714,141191641,389.0
968,767472496,419.99
149326,141191641,399.0
447733,141191641,399.0
145928,141191641,420.0
710827,141191641,499.0
170164,42628386,4099.0
131747,42628386,4099.0
739983,42628386,4099.0
110102,42628386,4099.0
124892,42628386,4099.0
282561,42628386,4099.0
109360,286817409,649.0
316197,95329158,846.34
237806,385146995,5999.0
614180,1068378,2399.0
109514,1068378,2499.0
227823,450520390,113.9
302116,450520390,113.9
129263,450520390,120.0
718556,450520390,120.0
566979,450520390,122.0
780982,450520390,122.49
228619,450520390,136.0
208660,94717126,439.36
241247,94717126,475.0
453125,94717126,474.5
256650,81568385,361.0
1920,769562529,3899.0
106905,769562529,3899.0
198133,54484011,103.25
760258,380056091,2056.88
334928,317723671,76.15
339406,82987476,799.9
120866,376645952,115.7
235369,376645952,189.99
189273,157708946,49.9
740347,745157295,349.0
111685,745157295,349.0
107979,745157295,349.0
797764,759234684,1137.25
226289,103356721,199.9
936957,759234684,1137.25
436596,755669710,604.0
944626,89590617,349.0
472493,79776234,6349.0
332676,79776234,6895.0
453053,79776234,6895.0
127654,79776234,6917.25
463659,79776234,7611.0
214358,774700482,18606.0
345161,127820002,448.96
419199,127820002,473.0
4651,127820002,499.0
143048,127820002,499.95
680206,127820002,549.0
762243,127820002,599.0
490215,127820002,599.99
193669,127820002,749.9
200472,127820002,799.0
728047,786988341,77.9
648588,355411665,39.9
63,235757548,299.99
846871,235757548,399.99
865158,44106034,384.9
815731,235757548,449.0
670956,44106034,499.9
336921,235757548,459.0
434580,235757548,499.9
292740,235757548,459.0
377509,235757548,499.99
359207,235757548,499.0
384235,235757548,499.0
723246,235757548,499.0
711419,235757548,499.99
881308,235757548,499.0
438367,235757548,599.0
864015,235757548,599.0
693886,235757548,619.0
112601,381746590,111.0
298717,381746590,220.0
851578,381746590,249.0
394463,381746590,269.0
112044,807436533,890.0
105155,467706767,249.9
212295,69681864,199.0
663869,79591470,199.0
651118,79591470,124.99
698027,79591470,120.0
131637,79591470,124.0
691816,79591470,124.9
147500,79591470,173.0
182753,79591470,124.0
929686,79591470,124.99
216604,79591470,124.0
704856,79591470,169.0
410637,806737998,999.9
586296,79591470,137.5
854394,79591470,149.0
106481,79591470,149.0
441916,79591470,150.0
213462,79591470,159.99
935439,79591470,159.0
118196,79591470,165.0
833227,79591470,179.0
221798,79591470,200.0
763179,79591470,199.99
605172,232983314,4889.0
889652,79591470,199.9
242472,79591470,199.99
294879,79591470,199.99
193317,79591470,237.01
267907,79591470,239.0
888468,813065941,2625.55
2617,369657991,2736.75
185491,807496830,950.0
905385,811214119,207.0
403660,794849634,299.9
738040,242861860,769.0
122704,760353,829.9
197806,242861860,779.0
113563,760353,949.0
265447,760353,979.0
168770,760353,1100.0
201535,760353,1299.0
322438,760353,1442.99
107139,652751474,169.5
455242,809894310,199.9
148730,641101515,399.0
253056,753255448,1306.63
193669,461171169,220.0
279917,461171169,242.0
232023,461171169,250.0
719208,461171169,279.9
843002,461171169,255.0
334418,461171169,310.0
109095,461171169,350.0
496232,461171169,439.0
857237,704001709,849.0
113703,31512331,635.0
114396,144910249,488.0
738040,250248831,789.0
197806,250248831,799.0
111705,649089573,289.9
134068,457091584,399.0
820326,797910566,199.0
105117,766797126,1605.88
315582,752140646,124.9
891507,752140646,144.9
106952,94979106,389.99
907002,797433383,619.0
104929,750453122,1749.0
315671,750453122,1959.2
137600,802539120,179.9
831027,802539120,199.0
929823,816876653,1977.0
466256,745759270,209.0
770439,745759270,215.9
356864,745759270,216.0
757080,745759270,238.9
820567,745759270,245.0
454555,745759270,241.23
129979,745759270,240.65
534701,745759270,237.5
568524,745759270,236.0
934785,745759270,240.0
933737,745759270,240.0
205184,71918206,329.9
116362,745759270,244.9
409054,745759270,244.0
176415,745759270,249.0
384603,745759270,238.0
444036,745759270,259.0
794385,745759270,264.0
123762,745759270,270.0
300389,745759270,271.0
875580,745759270,275.0
187813,745759270,270.44
116377,471769505,219.9
481861,745759270,269.9
886568,745759270,278.0
495956,745759270,281.88
823234,745759270,289.0
122906,745759270,299.0
143466,745759270,367.74
636273,780295090,499.0
341959,742853181,194.0
104961,804382257,790.0
293382,263575302,199.99
448276,709630150,477.0
234448,709630150,590.0
470825,340536365,179.99
259550,74116575,1850.0
765232,74116575,1854.0
381930,74116575,1999.0
747904,74116575,2000.0
729353,74116575,2050.0
854754,74116575,2038.13
148256,74116575,2304.59
212999,74116575,2100.0
665035,74116575,2150.0
514457,74116575,2149.0
331835,313836809,384.0
349873,74116575,2150.0
468240,74116575,2199.5
556917,74116575,2200.0
269441,74116575,2194.5
584963,74116575,2250.0
493189,211541290,278.06
196277,701571757,550.0
389058,683981913,369.99
136019,772573036,289.9
120866,377961028,124.95
152561,377961028,150.75
235369,377961028,227.99
731395,738134388,135.0
111300,793974905,189.9
652543,789944783,1995.8
142486,69560968,859.0
268552,69560968,879.9
125344,260685484,60.0
141465,42396739,6592.9
287664,266668498,231.0
642406,266668498,299.0
511638,411978773,2805.0
923688,803309988,439.99
355858,768685688,350.0
1920,769561667,3899.0
820695,382995037,293.0
540504,770693217,249.9
612,126145608,6665.99
655,349327358,29.9
104961,805448354,400.0
686870,316035961,999.0
307501,316035961,1050.0
705868,316035961,1100.0
368063,316035961,1250.0
107791,83759571,10263.0
293578,675102641,349.0
940359,807859739,787.49
526985,749416962,1199.99
612613,799137527,537.09
325078,141888566,1100.0
681134,141888566,1400.0
642130,802482071,529.0
117697,285709140,146.0
107493,285709140,209.9
223885,285709140,249.0
114590,285709140,259.43
680195,285709140,249.0
355849,253613751,99.9
332585,72976176,1349.9
854601,35177913,2699.0
138629,36299464,6619.0
968,649653149,825.63
274606,68141008,41.0
213095,68141008,43.0
125374,68141008,68.9
391196,68141008,69.9
374958,68141008,75.0
252906,68141008,79.0
107694,68141008,79.9
687724,68141008,79.9
739520,68141008,79.9
409741,79873675,149.9
782124,68141008,80.0
685514,79873675,179.95
308176,68141008,99.0
163164,79873675,199.99
224600,79873675,279.99
794957,68141008,99.99
435412,68141008,99.9
513818,68141008,99.0
545849,68141008,100.0
208632,461861912,443.16
449442,816494249,319.99
904241,798921181,2309.0
376111,137166696,292.34
169680,771218983,799.0
686853,334326717,2789.0
670539,334326717,2799.0
892732,334326717,2809.0
255611,334326717,2890.0
614680,334326717,2900.0
170983,334326717,3299.0
222574,786124693,239.99
457266,786124693,249.99
237342,786124693,249.99
946136,786124693,269.99
617505,341169330,109.0
565262,322524353,540.0
474041,37964300,462.0
430463,37964300,499.99
104968,37964300,499.99
755570,37964300,499.0
259408,37964300,599.9
118469,37964300,519.9
382955,37964300,549.0
258984,37964300,599.0
150630,37964300,700.0
454496,37964300,700.0
158061,37964300,713.95
163131,37964300,900.0
4586,747887739,1959.3
323111,752197830,159.0
825650,804601561,81.5
807244,741118297,180.0
448548,324837038,1099.0
685612,624981,879.0
108129,624981,899.0
117727,624981,941.0
104736,3779377,799.0
874028,290789694,1350.0
703645,290789694,1353.0
547764,775445914,920.0
104764,634704410,758.72
177777,634704410,790.0
923854,3951060,1199.0
106481,3951060,1210.0
410534,3951060,1240.0
108440,3951060,1399.0
116470,3951060,1299.0
341385,3951060,1399.0
713535,3951060,1499.95
112264,3951060,1525.98
109131,3951060,1522.33
708107,3951060,1799.0
104961,788702632,640.0
113025,475897006,124.05
108656,36394274,150.0
879118,36394274,140.0
325680,36394274,158.05
146154,36394274,149.0
164515,36394274,159.0
446040,36394274,150.0
123216,36394274,154.9
954453,36394274,129.99
603646,36394274,189.9
112277,36394274,147.1
291106,36394274,219.0
166850,36394274,223.84
505863,36394274,168.0
448926,36394274,189.99
129282,36394274,199.0
291584,36394274,179.9
117273,36394274,169.9
278687,36394274,269.9
757651,36394274,169.9
135132,36394274,179.0
609247,36394274,179.0
345234,36394274,199.99
216513,36394274,195.0
236379,36394274,189.0
155419,36394274,190.0
333110,36394274,189.0
846963,36394274,190.0
968,359047745,549.99
257807,36394274,195.0
109436,36394274,199.0
343430,36394274,199.0
200843,36394274,199.9
318514,36394274,199.0
141850,36394274,199.0
213429,36394274,199.99
498306,36394274,197.0
113783,36394274,199.0
109107,36394274,210.0
254248,36394274,239.0
593719,36394274,210.86
152943,36394274,225.0
106771,32939365,8329.0
759759,36394274,249.75
847483,36394274,249.0
130728,36394274,250.0
871049,36394274,250.0
107075,36394274,261.28
204521,36394274,219.98
607500,747872641,790.0
236489,817010053,139.0
112044,696803302,640.0
948889,34828436,124.0
394463,34828436,179.0
112651,642507211,679.9
122542,455830603,364.71
666925,639533456,440.0
107470,738060226,379.99
107113,680299039,436.0
148412,758450264,369.9
108640,817434878,549.9
109360,304366532,599.0
449692,313698389,9499.0
107843,68818239,589.0
185559,313698389,9999.0
109899,68818239,659.9
833215,68818239,660.0
221823,68818239,665.6
552317,68818239,665.6
354792,68818239,709.67
407863,121525454,278.0
732207,121525454,280.0
757083,121525454,287.0
120813,121525454,299.9
288235,121525454,299.0
829869,121525454,314.9
806219,121525454,323.0
213917,121525454,387.0
109360,301860401,649.0
247872,343014011,299.0
414533,641219478,89.95
466508,43113721,413.0
341266,43113721,416.0
424804,43113721,420.0
155280,43113721,479.95
430842,43113721,474.9
251973,43113721,479.0
595770,43113721,499.9
194721,43113721,555.0
797411,177267170,17050.0
333906,177267170,17250.0
957312,177267170,17000.0
365735,177267170,19999.0
777409,779327124,349.9
1920,777971066,3299.0
663869,749651712,199.0
691816,749651712,115.0
651118,749651712,124.99
931689,749651712,120.0
182753,749651712,119.0
909396,749651712,123.0
902737,749651712,169.9
811241,749651712,169.99
889652,749651712,200.0
104668,780190194,114.99
615070,780190194,235.0
838608,780190194,240.0
716562,37590257,355.0
425039,37590257,325.0
880383,37590257,424.9
610088,37590257,399.0
632237,639495179,510.0
174220,639495179,510.0
291906,639495179,511.0
132631,639495179,511.0
718067,639495179,511.5
481482,639495179,508.0
786423,639495179,511.0
902311,639495179,511.5
105308,639495179,509.9
533023,639495179,571.0
205929,639495179,569.0
110939,639495179,599.0
129210,87023876,355.0
739747,639495179,650.0
